accelerometerX,accelerometerY,accelerometerZ,gyroX,gyroY,gyroZ,date,time
14.10,-0.84,10.88,0.04,-0.05,-0.02,2025-2-7,9:54:40
21.11,4.77,11.76,-0.07,0.05,0.03,2025-2-7,9:54:40
9.44,7.01,9.06,-0.05,-0.03,0.01,2025-2-7,9:54:40
15.76,9.67,10.67,0.03,0.02,0.01,2025-2-7,9:54:40
-2.14,14.88,8.33,-0.05,-0.00,0.02,2025-2-7,9:54:40
-6.78,18.89,3.94,0.11,-0.04,-0.03,2025-2-7,9:54:40
-1.99,18.18,6.51,0.04,0.02,0.01,2025-2-7,9:54:40
-3.90,13.64,4.59,0.06,-0.07,-0.03,2025-2-7,9:54:40
19.81,-10.34,18.52,0.05,-0.02,-0.02,2025-2-7,9:54:40
24.10,-20.82,17.43,0.07,0.00,0.01,2025-2-7,9:54:40
-17.47,-24.33,13.33,-0.05,-0.01,-0.02,2025-2-7,9:54:40
-26.17,-20.82,4.98,0.10,-0.05,-0.04,2025-2-7,9:54:40
-13.94,-20.42,7.41,-0.12,0.03,0.02,2025-2-7,9:54:40
-14.04,-15.23,6.80,0.01,-0.06,-0.02,2025-2-7,9:54:40
6.97,-7.07,11.38,-0.05,0.06,0.02,2025-2-7,9:54:41
15.32,10.03,8.96,-0.06,-0.01,0.03,2025-2-7,9:54:41
-4.71,12.93,10.13,0.06,0.03,-0.01,2025-2-7,9:54:41
11.24,14.27,7.95,0.01,0.00,0.02,2025-2-7,9:54:41
-13.46,22.85,4.63,0.03,0.01,-0.03,2025-2-7,9:54:41
-19.77,23.12,3.88,0.10,-0.01,-0.00,2025-2-7,9:54:41
-12.01,27.64,6.24,-0.03,0.06,0.02,2025-2-7,9:54:41
-4.21,14.79,3.96,0.08,-0.05,-0.03,2025-2-7,9:54:41
19.79,-7.01,18.56,0.05,-0.01,-0.01,2025-2-7,9:54:41
20.38,-22.62,17.24,-0.05,-0.03,0.01,2025-2-7,9:54:41
-5.07,-24.14,13.69,-0.04,-0.02,-0.02,2025-2-7,9:54:41
10.59,5.11,7.58,-0.02,0.02,0.02,2025-2-7,9:54:41
10.21,10.48,9.10,0.09,-0.05,-0.03,2025-2-7,9:54:41
-4.34,17.11,7.72,0.06,0.01,-0.00,2025-2-7,9:54:41
-7.81,9.27,10.57,0.04,0.00,-0.03,2025-2-7,9:54:41
-2.56,15.99,3.64,-0.05,-0.02,0.02,2025-2-7,9:54:41
-7.89,24.69,3.54,-0.05,-0.01,-0.01,2025-2-7,9:54:41
-2.26,17.30,8.64,-0.02,0.04,0.02,2025-2-7,9:54:41
-7.75,6.78,10.61,-0.09,0.05,0.02,2025-2-7,9:54:41
16.89,-1.68,15.59,0.06,-0.01,-0.01,2025-2-7,9:54:41
27.07,-13.71,17.66,0.02,0.04,0.02,2025-2-7,9:54:41
-10.84,-27.72,10.38,0.02,-0.00,-0.03,2025-2-7,9:54:41
-21.22,-23.31,5.67,0.12,-0.00,-0.02,2025-2-7,9:54:41
-10.30,-19.71,7.79,-0.08,0.00,-0.01,2025-2-7,9:54:41
-7.68,-19.37,5.80,0.12,-0.05,-0.03,2025-2-7,9:54:41
2.29,-11.03,9.65,0.03,0.00,0.01,2025-2-7,9:54:41
-7.01,-5.30,9.52,0.02,-0.07,-0.02,2025-2-7,9:54:41
11.07,8.33,10.82,0.03,-0.02,-0.03,2025-2-7,9:54:41
25.92,8.98,10.84,-0.06,-0.03,0.03,2025-2-7,9:54:41
-22.55,21.47,0.68,-0.09,-0.02,-0.00,2025-2-7,9:54:42
-18.18,20.78,2.43,0.08,-0.03,0.01,2025-2-7,9:54:42
22.07,-15.90,18.62,-0.07,0.07,0.02,2025-2-7,9:54:42
20.88,-20.76,17.39,0.12,-0.05,-0.02,2025-2-7,9:54:42
1.51,-21.47,16.51,0.03,0.05,0.00,2025-2-7,9:54:42
2.54,-17.56,13.68,0.06,-0.03,-0.02,2025-2-7,9:54:42
-2.39,-25.75,14.15,0.05,0.03,-0.03,2025-2-7,9:54:42
-0.26,-23.70,13.75,0.06,-0.01,0.01,2025-2-7,9:54:42
-9.56,-19.37,8.21,-0.02,-0.01,-0.02,2025-2-7,9:54:42
-15.57,-10.72,5.74,0.12,-0.05,-0.02,2025-2-7,9:54:42
-17.33,-14.73,7.28,-0.11,0.02,0.01,2025-2-7,9:54:42
-7.20,21.07,1.59,0.03,0.04,0.01,2025-2-7,9:54:42
-4.77,23.08,3.81,-0.07,0.06,0.03,2025-2-7,9:54:42
-12.81,24.81,4.21,0.07,0.00,-0.02,2025-2-7,9:54:42
-6.03,33.68,4.67,0.05,0.04,0.00,2025-2-7,9:54:42
-7.64,18.70,9.33,-0.07,0.01,0.03,2025-2-7,9:54:42
-11.43,1.30,7.56,0.12,-0.04,-0.03,2025-2-7,9:54:42
20.50,-13.27,17.83,0.03,0.02,0.01,2025-2-7,9:54:42
25.94,-20.06,17.68,0.02,-0.06,-0.02,2025-2-7,9:54:42
-16.09,-21.26,12.99,0.04,-0.01,-0.03,2025-2-7,9:54:42
-20.30,-28.64,7.97,-0.07,-0.02,0.02,2025-2-7,9:54:42
9.08,-2.85,12.60,-0.07,-0.02,-0.01,2025-2-7,9:54:42
9.90,10.84,9.82,-0.02,0.01,0.02,2025-2-7,9:54:42
4.90,8.89,8.43,-0.12,0.02,0.02,2025-2-7,9:54:42
20.88,10.69,11.86,0.09,-0.02,-0.00,2025-2-7,9:54:42
-7.22,19.86,6.85,-0.05,0.05,0.03,2025-2-7,9:54:42
-3.29,16.51,8.29,-0.07,-0.02,0.02,2025-2-7,9:54:42
-6.24,28.62,7.33,0.05,0.03,-0.00,2025-2-7,9:54:42
-12.24,25.69,4.67,-0.05,-0.00,0.02,2025-2-7,9:54:42
-4.69,29.21,7.98,0.07,0.02,-0.03,2025-2-7,9:54:43
-20.42,26.84,2.72,0.04,0.00,0.01,2025-2-7,9:54:43
20.09,-9.48,18.04,0.01,0.00,-0.03,2025-2-7,9:54:43
12.24,-13.91,15.59,0.11,-0.05,-0.01,2025-2-7,9:54:43
0.55,-17.03,14.19,-0.10,0.01,0.01,2025-2-7,9:54:43
-3.18,-19.23,12.99,0.03,-0.06,-0.02,2025-2-7,9:54:43
-4.82,-29.14,13.69,-0.07,0.04,0.03,2025-2-7,9:54:43
-10.49,-18.14,9.79,-0.06,-0.02,0.01,2025-2-7,9:54:43
-8.33,-21.28,6.32,-0.03,-0.01,-0.02,2025-2-7,9:54:43
-13.33,-15.57,5.44,-0.06,0.04,0.02,2025-2-7,9:54:43
-6.36,-22.03,8.92,-0.11,0.01,0.01,2025-2-7,9:54:43
-19.29,-12.49,5.51,-0.03,0.03,0.01,2025-2-7,9:54:43
15.76,5.46,12.12,0.13,-0.06,-0.03,2025-2-7,9:54:43
1.51,15.40,9.08,0.03,0.03,0.00,2025-2-7,9:54:43
-5.74,10.32,11.24,-0.02,0.07,0.02,2025-2-7,9:54:43
-5.95,20.65,2.26,-0.06,-0.01,0.02,2025-2-7,9:54:43
-5.11,23.73,6.34,-0.07,-0.02,-0.01,2025-2-7,9:54:43
-4.82,19.31,8.94,0.01,0.03,0.02,2025-2-7,9:54:43
-11.15,3.60,7.33,-0.09,0.04,0.03,2025-2-7,9:54:43
15.67,-0.65,14.29,-0.04,-0.03,0.01,2025-2-7,9:54:43
30.08,-15.55,17.81,0.05,0.02,0.00,2025-2-7,9:54:43
8.73,-19.92,16.30,-0.04,0.03,0.03,2025-2-7,9:54:43
-13.43,-15.86,6.30,0.11,-0.04,-0.03,2025-2-7,9:54:43
-4.13,-10.48,7.93,0.05,0.02,-0.00,2025-2-7,9:54:43
-6.38,-12.89,8.37,0.02,-0.06,-0.02,2025-2-7,9:54:43
10.36,2.33,12.97,0.04,-0.01,-0.03,2025-2-7,9:54:43
16.97,12.66,10.03,-0.07,-0.02,0.02,2025-2-7,9:54:43
-5.93,17.18,10.48,-0.08,-0.01,-0.01,2025-2-7,9:54:43
-9.61,21.51,5.42,0.03,-0.02,0.02,2025-2-7,9:54:43
-9.02,26.13,5.86,-0.12,0.04,0.03,2025-2-7,9:54:44
-8.33,23.77,6.18,-0.03,-0.06,-0.01,2025-2-7,9:54:44
1.26,6.36,12.37,-0.06,0.05,0.02,2025-2-7,9:54:44
6.85,2.77,12.79,0.12,-0.05,-0.03,2025-2-7,9:54:44
24.52,-10.32,19.12,0.03,0.02,0.00,2025-2-7,9:54:44
14.54,-22.37,17.64,-0.03,0.01,0.03,2025-2-7,9:54:44
0.47,-24.52,15.94,0.06,0.00,-0.03,2025-2-7,9:54:44
4.27,-22.60,15.02,0.08,-0.01,-0.00,2025-2-7,9:54:44
-6.97,-21.88,10.55,-0.04,-0.02,-0.02,2025-2-7,9:54:44
-10.48,-10.82,4.94,0.09,-0.06,-0.03,2025-2-7,9:54:44
-5.82,-1.53,11.11,-0.10,0.04,0.02,2025-2-7,9:54:44
15.84,1.41,9.31,-0.02,-0.04,-0.00,2025-2-7,9:54:44
-9.82,14.19,3.67,0.04,0.02,0.01,2025-2-7,9:54:44
19.04,-3.42,14.52,-0.02,0.03,0.02,2025-2-7,9:54:44
29.98,-16.70,19.16,0.08,-0.02,-0.04,2025-2-7,9:54:44
-4.65,-19.48,14.27,0.08,0.01,-0.01,2025-2-7,9:54:44
2.31,-28.77,14.84,-0.01,-0.04,-0.01,2025-2-7,9:54:44
-7.35,-24.94,13.23,0.06,-0.01,-0.03,2025-2-7,9:54:44
-22.62,-21.93,7.62,-0.06,-0.00,0.01,2025-2-7,9:54:44
-20.63,-22.41,8.81,-0.03,-0.02,-0.03,2025-2-7,9:54:44
-19.25,-19.79,7.26,-0.06,0.02,0.03,2025-2-7,9:54:44
-8.54,-21.78,7.91,-0.11,-0.01,0.00,2025-2-7,9:54:44
19.84,9.88,11.03,0.04,0.02,0.02,2025-2-7,9:54:44
5.13,10.84,7.72,-0.10,0.05,0.02,2025-2-7,9:54:44
22.26,8.43,9.96,-0.05,-0.05,0.00,2025-2-7,9:54:44
-27.89,26.05,0.26,0.03,0.02,0.01,2025-2-7,9:54:44
-33.49,22.24,-2.64,-0.02,-0.02,0.03,2025-2-7,9:54:44
-7.30,28.97,5.82,0.04,-0.01,-0.03,2025-2-7,9:54:44
-13.39,19.73,3.58,0.10,-0.03,-0.01,2025-2-7,9:54:44
6.82,0.47,14.92,-0.09,-0.01,-0.01,2025-2-7,9:54:45
21.38,-14.79,16.28,0.10,-0.06,-0.03,2025-2-7,9:54:45
18.50,-15.11,18.81,0.06,0.02,-0.01,2025-2-7,9:54:45
-19.69,-17.45,7.28,-0.01,-0.03,-0.01,2025-2-7,9:54:45
-15.76,-11.17,7.52,0.02,0.04,0.02,2025-2-7,9:54:45
1.05,-4.33,11.05,-0.05,0.01,0.03,2025-2-7,9:54:45
6.20,0.55,11.36,-0.11,0.02,0.00,2025-2-7,9:54:45
14.67,5.69,9.21,0.02,0.05,0.02,2025-2-7,9:54:45
22.70,5.61,9.65,-0.09,0.05,0.03,2025-2-7,9:54:45
-3.90,15.11,7.45,0.07,-0.01,-0.02,2025-2-7,9:54:45
2.96,13.62,8.10,0.02,0.03,0.02,2025-2-7,9:54:45
-1.53,12.97,7.74,-0.08,0.01,0.03,2025-2-7,9:54:45
-1.95,7.28,10.42,0.12,-0.03,-0.02,2025-2-7,9:54:45
6.78,3.02,11.11,-0.07,-0.02,-0.01,2025-2-7,9:54:45
-1.55,6.51,12.43,0.13,-0.05,-0.03,2025-2-7,9:54:45
22.58,-16.30,20.06,0.04,0.01,0.00,2025-2-7,9:54:45
20.88,-18.68,17.74,-0.02,0.05,0.02,2025-2-7,9:54:45
-18.64,-25.82,10.65,0.01,-0.01,-0.04,2025-2-7,9:54:45
1.47,-15.19,5.84,0.10,0.01,-0.02,2025-2-7,9:54:45
14.98,0.38,13.16,0.06,0.03,0.01,2025-2-7,9:54:45
24.96,6.97,12.47,-0.02,-0.03,-0.02,2025-2-7,9:54:45
5.44,13.00,10.03,0.04,-0.03,-0.03,2025-2-7,9:54:45
-30.54,17.18,0.00,-0.07,-0.01,0.02,2025-2-7,9:54:45
-7.95,19.73,4.73,-0.06,-0.01,-0.01,2025-2-7,9:54:45
-8.50,14.04,2.89,0.01,0.02,0.02,2025-2-7,9:54:45
13.58,-7.35,17.56,-0.11,0.02,0.02,2025-2-7,9:54:45
19.81,-16.32,19.71,0.11,-0.05,-0.01,2025-2-7,9:54:45
-6.39,-26.61,14.98,0.02,0.02,0.01,2025-2-7,9:54:45
-18.81,-14.06,7.89,0.00,-0.06,-0.01,2025-2-7,9:54:45
0.74,-5.26,12.45,-0.03,-0.00,-0.03,2025-2-7,9:54:46
18.20,0.51,11.43,0.11,-0.07,-0.02,2025-2-7,9:54:46
19.16,10.30,11.15,-0.12,0.03,0.01,2025-2-7,9:54:46
-10.86,24.86,4.21,0.07,0.01,-0.00,2025-2-7,9:54:46
-5.26,29.92,7.70,-0.06,0.04,0.02,2025-2-7,9:54:46
-10.94,21.34,3.42,-0.05,-0.02,0.01,2025-2-7,9:54:46
-0.03,25.98,3.54,0.06,0.02,0.01,2025-2-7,9:54:46
5.09,10.90,9.79,-0.04,0.05,0.02,2025-2-7,9:54:46
5.23,-0.24,14.54,0.11,-0.02,-0.03,2025-2-7,9:54:46
21.95,-17.66,19.84,0.04,0.03,0.01,2025-2-7,9:54:46
16.97,-16.59,16.24,-0.00,0.07,0.02,2025-2-7,9:54:46
-9.86,-23.37,13.14,0.01,-0.01,-0.03,2025-2-7,9:54:46
-0.36,-29.52,12.49,0.11,0.03,-0.01,2025-2-7,9:54:46
10.74,-5.78,14.25,-0.08,0.00,-0.01,2025-2-7,9:54:46
27.20,8.25,13.37,0.03,-0.01,0.02,2025-2-7,9:54:46
-11.72,13.48,9.42,-0.10,0.03,0.01,2025-2-7,9:54:46
-7.85,17.45,6.38,-0.04,-0.07,-0.01,2025-2-7,9:54:46
-15.19,20.04,2.06,0.01,-0.00,0.01,2025-2-7,9:54:46
6.62,3.96,5.46,0.01,-0.04,0.02,2025-2-7,9:54:46
23.98,-12.28,19.62,-0.02,-0.01,-0.03,2025-2-7,9:54:46
22.78,-19.25,17.58,0.12,-0.07,-0.01,2025-2-7,9:54:46
19.25,-16.63,17.78,-0.11,0.02,0.00,2025-2-7,9:54:46
14.10,-24.63,15.05,0.12,-0.05,-0.02,2025-2-7,9:54:46
-8.98,-24.71,8.31,-0.13,0.01,0.01,2025-2-7,9:54:46
-23.33,-21.76,6.64,0.08,-0.03,-0.02,2025-2-7,9:54:46
-4.48,-21.91,8.98,-0.10,0.05,0.02,2025-2-7,9:54:46
-27.34,-17.49,5.01,-0.01,0.00,-0.01,2025-2-7,9:54:46
-13.43,-12.03,6.72,-0.01,0.07,0.02,2025-2-7,9:54:46
18.68,1.57,13.16,-0.06,0.04,0.02,2025-2-7,9:54:46
-3.16,19.46,8.89,-0.09,0.02,0.00,2025-2-7,9:54:47
-11.70,12.87,0.61,0.04,0.05,0.01,2025-2-7,9:54:47
-2.85,24.18,6.49,-0.04,0.07,0.02,2025-2-7,9:54:47
2.39,9.33,8.04,0.02,0.01,-0.03,2025-2-7,9:54:47
-13.29,21.72,2.28,0.08,0.01,-0.02,2025-2-7,9:54:47
-12.09,16.53,2.95,0.04,0.03,0.01,2025-2-7,9:54:47
-2.28,28.60,6.41,-0.01,-0.06,-0.02,2025-2-7,9:54:47
10.49,0.49,12.24,0.03,0.00,-0.02,2025-2-7,9:54:47
21.32,-9.73,17.22,0.08,0.04,-0.01,2025-2-7,9:54:47
7.26,-22.12,15.78,-0.09,-0.02,-0.00,2025-2-7,9:54:47
-8.98,-21.86,11.26,0.03,-0.03,-0.03,2025-2-7,9:54:47
-24.83,-23.45,9.31,-0.07,0.05,0.02,2025-2-7,9:54:47
-23.14,-21.76,4.67,-0.06,-0.04,-0.00,2025-2-7,9:54:47
16.34,8.96,9.90,0.03,0.02,0.01,2025-2-7,9:54:47
9.17,12.35,7.85,0.00,-0.03,0.02,2025-2-7,9:54:47
-17.33,27.89,4.42,0.04,0.01,-0.03,2025-2-7,9:54:47
-36.67,16.17,-1.20,0.00,-0.07,-0.02,2025-2-7,9:54:47
2.31,4.06,13.33,-0.03,0.02,0.01,2025-2-7,9:54:47
15.69,-7.08,15.86,-0.05,-0.05,0.02,2025-2-7,9:54:47
24.37,-14.60,19.94,0.06,-0.02,-0.01,2025-2-7,9:54:47
13.33,-18.24,15.34,0.05,-0.03,0.01,2025-2-7,9:54:47
-4.82,-24.02,14.42,-0.09,0.03,0.02,2025-2-7,9:54:47
-0.95,-24.98,13.77,0.13,-0.05,-0.01,2025-2-7,9:54:47
1.78,-3.56,13.02,-0.11,0.03,0.00,2025-2-7,9:54:47
18.24,0.44,12.47,0.07,-0.06,-0.02,2025-2-7,9:54:47
4.59,17.12,9.75,0.04,-0.02,-0.02,2025-2-7,9:54:47
-12.45,13.46,3.06,-0.05,0.00,0.02,2025-2-7,9:54:47
0.36,28.08,6.03,-0.07,-0.01,-0.01,2025-2-7,9:54:47
-1.18,15.15,8.12,-0.01,0.07,0.02,2025-2-7,9:54:47
-10.28,7.81,7.28,-0.10,0.07,0.02,2025-2-7,9:54:48
12.97,-1.57,16.09,0.05,0.01,-0.01,2025-2-7,9:54:48
5.53,-5.42,12.41,0.01,0.07,0.02,2025-2-7,9:54:48
11.86,-5.69,16.09,-0.06,0.04,0.02,2025-2-7,9:54:48
-9.44,-28.33,11.01,0.10,0.03,-0.01,2025-2-7,9:54:48
-10.99,-24.69,9.75,-0.06,-0.02,-0.01,2025-2-7,9:54:48
-17.74,-17.55,5.65,0.10,-0.02,-0.03,2025-2-7,9:54:48
10.00,-8.04,11.97,-0.09,0.00,0.02,2025-2-7,9:54:48
3.98,-1.78,12.05,-0.04,-0.05,-0.01,2025-2-7,9:54:48
16.61,3.16,11.86,0.02,-0.01,-0.03,2025-2-7,9:54:48
19.98,7.31,10.23,-0.09,-0.04,0.02,2025-2-7,9:54:48
7.75,11.78,8.87,-0.06,-0.02,-0.02,2025-2-7,9:54:48
30.21,11.45,13.50,-0.04,-0.02,0.02,2025-2-7,9:54:48
-7.58,14.25,8.94,-0.11,-0.01,0.01,2025-2-7,9:54:48
-23.33,23.72,0.55,0.08,-0.02,0.00,2025-2-7,9:54:48
24.02,-10.38,20.50,-0.05,0.04,0.02,2025-2-7,9:54:48
15.11,-20.00,16.45,0.10,-0.07,-0.03,2025-2-7,9:54:48
-12.68,-17.68,11.01,0.05,-0.02,-0.00,2025-2-7,9:54:48
-20.40,-12.60,3.88,-0.04,-0.02,0.00,2025-2-7,9:54:48
-12.81,-23.24,8.20,-0.01,-0.01,-0.02,2025-2-7,9:54:48
-8.44,-6.18,8.77,-0.06,0.03,0.02,2025-2-7,9:54:48
-11.86,-12.35,10.13,-0.11,0.02,0.00,2025-2-7,9:54:48
19.19,-4.19,13.12,0.01,0.06,0.01,2025-2-7,9:54:48
-10.03,-21.15,10.84,0.07,-0.06,-0.03,2025-2-7,9:54:48
-11.32,-30.44,10.59,-0.11,0.00,0.02,2025-2-7,9:54:48
-22.16,-18.62,7.39,-0.02,-0.07,-0.01,2025-2-7,9:54:48
-17.66,-18.91,8.54,0.03,0.00,-0.03,2025-2-7,9:54:48
0.82,-20.73,6.59,-0.08,-0.03,0.02,2025-2-7,9:54:48
11.47,-1.01,13.87,-0.06,-0.02,-0.01,2025-2-7,9:54:48
9.58,-2.35,11.68,0.04,-0.04,0.02,2025-2-7,9:54:49
21.86,0.95,13.85,-0.08,0.03,0.01,2025-2-7,9:54:49
16.03,6.87,10.21,-0.05,-0.04,-0.01,2025-2-7,9:54:49
16.51,8.98,10.13,-0.02,0.04,0.01,2025-2-7,9:54:49
-6.13,17.51,8.41,0.13,-0.05,-0.02,2025-2-7,9:54:49
-18.73,18.87,3.08,0.05,0.02,0.00,2025-2-7,9:54:49
-27.85,24.60,0.82,-0.04,-0.00,0.02,2025-2-7,9:54:49
-7.56,23.43,4.46,0.05,0.02,-0.02,2025-2-7,9:54:49
-11.66,14.46,3.31,0.08,-0.03,0.00,2025-2-7,9:54:49
20.27,-7.45,18.04,-0.06,0.01,-0.01,2025-2-7,9:54:49
15.73,-10.30,16.89,0.09,-0.08,-0.02,2025-2-7,9:54:49
14.86,-16.49,16.36,-0.11,0.05,0.02,2025-2-7,9:54:49
-7.33,-23.45,12.22,-0.02,-0.03,-0.01,2025-2-7,9:54:49
-7.14,-22.34,8.77,0.02,0.06,0.02,2025-2-7,9:54:49
17.03,-3.54,11.74,-0.07,0.03,0.02,2025-2-7,9:54:49
-14.65,20.04,8.16,0.12,0.00,-0.02,2025-2-7,9:54:49
-7.72,18.56,2.54,-0.01,0.04,0.02,2025-2-7,9:54:49
-4.65,23.10,3.50,-0.11,0.05,0.02,2025-2-7,9:54:49
-14.14,21.34,3.21,0.00,-0.02,-0.00,2025-2-7,9:54:49
-9.69,10.44,5.38,0.01,0.06,0.02,2025-2-7,9:54:49
15.99,-8.04,13.50,-0.04,0.04,0.02,2025-2-7,9:54:49
10.46,-18.18,13.58,0.09,0.01,-0.03,2025-2-7,9:54:49
-9.63,-27.85,10.76,0.05,0.05,-0.00,2025-2-7,9:54:49
-22.51,-19.17,6.51,-0.02,0.07,0.02,2025-2-7,9:54:49
13.25,0.05,14.00,0.04,0.01,-0.02,2025-2-7,9:54:49
19.12,9.50,9.59,-0.08,-0.01,0.02,2025-2-7,9:54:49
0.99,14.00,7.70,-0.07,-0.03,-0.00,2025-2-7,9:54:49
9.15,15.09,7.10,0.06,-0.06,-0.03,2025-2-7,9:54:49
-18.39,26.17,3.04,-0.09,0.03,0.02,2025-2-7,9:54:49
-25.92,21.70,-0.32,-0.06,-0.05,0.01,2025-2-7,9:54:50
-7.28,19.98,4.94,0.02,0.02,0.01,2025-2-7,9:54:50
-5.70,14.86,1.99,-0.03,-0.02,0.02,2025-2-7,9:54:50
-2.35,8.50,11.40,-0.12,0.01,0.01,2025-2-7,9:54:50
13.64,-0.55,12.87,0.08,-0.02,0.01,2025-2-7,9:54:50
-1.43,-28.74,14.27,-0.05,-0.03,-0.02,2025-2-7,9:54:50
-13.50,-19.10,8.23,0.11,-0.05,-0.02,2025-2-7,9:54:50
-13.77,-17.66,6.38,-0.12,0.05,0.02,2025-2-7,9:54:50
-7.30,-6.87,7.49,0.02,-0.02,-0.01,2025-2-7,9:54:50
-7.37,-7.14,9.27,0.05,-0.01,-0.03,2025-2-7,9:54:50
11.99,-0.70,9.58,-0.06,-0.00,0.02,2025-2-7,9:54:50
18.75,2.66,10.82,-0.07,-0.02,-0.01,2025-2-7,9:54:50
-4.82,10.09,8.29,-0.02,0.05,0.02,2025-2-7,9:54:50
7.98,8.29,8.62,-0.13,0.03,0.01,2025-2-7,9:54:50
-2.87,18.64,3.42,0.02,0.03,0.01,2025-2-7,9:54:50
-2.16,12.99,2.14,-0.08,0.05,0.03,2025-2-7,9:54:50
0.90,10.26,8.56,0.04,-0.01,-0.02,2025-2-7,9:54:50
2.68,3.48,13.14,0.06,0.05,0.00,2025-2-7,9:54:50
17.03,-16.93,18.68,-0.04,-0.02,-0.02,2025-2-7,9:54:50
-7.18,-24.63,10.99,0.07,-0.02,-0.03,2025-2-7,9:54:50
-13.23,-29.06,9.88,0.06,0.03,-0.01,2025-2-7,9:54:50
-23.20,-26.15,5.46,-0.03,-0.05,-0.02,2025-2-7,9:54:50
-6.72,-18.16,8.73,0.04,0.02,-0.03,2025-2-7,9:54:50
1.95,-18.25,8.83,-0.09,-0.03,0.02,2025-2-7,9:54:50
3.90,16.17,9.56,0.06,-0.01,-0.01,2025-2-7,9:54:50
6.45,12.51,9.25,-0.01,-0.02,0.01,2025-2-7,9:54:50
-12.01,21.99,7.81,-0.12,0.03,0.02,2025-2-7,9:54:50
-26.24,26.95,0.51,0.10,-0.04,-0.01,2025-2-7,9:54:50
-7.43,12.97,9.52,-0.01,0.03,0.01,2025-2-7,9:54:50
15.11,-5.01,11.24,0.07,-0.07,-0.02,2025-2-7,9:54:51
13.02,-13.06,17.05,0.04,0.02,-0.03,2025-2-7,9:54:51
-2.18,-22.41,12.03,-0.04,-0.03,0.02,2025-2-7,9:54:51
-10.80,-23.39,9.27,-0.08,0.02,0.00,2025-2-7,9:54:51
-19.35,-11.80,6.41,0.01,0.04,0.01,2025-2-7,9:54:51
3.54,11.40,10.17,-0.12,0.07,0.02,2025-2-7,9:54:51
-4.21,13.31,7.98,0.06,0.02,-0.01,2025-2-7,9:54:51
-1.87,12.01,10.95,-0.02,0.04,0.01,2025-2-7,9:54:51
-4.08,16.20,9.33,-0.07,-0.00,0.02,2025-2-7,9:54:51
-10.23,29.12,9.25,0.10,0.02,-0.02,2025-2-7,9:54:51
-0.55,16.22,10.17,-0.04,0.03,0.01,2025-2-7,9:54:51
-8.25,25.00,9.29,0.13,-0.02,-0.03,2025-2-7,9:54:51
3.87,18.01,11.41,0.03,0.03,-0.00,2025-2-7,9:54:51
3.19,23.95,6.99,0.03,-0.03,-0.02,2025-2-7,9:54:51
-7.28,20.61,5.40,0.05,0.01,-0.03,2025-2-7,9:54:51
25.29,-9.56,16.15,-0.08,-0.04,0.02,2025-2-7,9:54:51
-11.86,-22.47,9.98,-0.04,-0.02,-0.01,2025-2-7,9:54:51
9.96,-13.79,15.00,-0.10,-0.03,0.01,2025-2-7,9:54:51
4.40,-15.05,12.97,-0.01,0.03,0.00,2025-2-7,9:54:51
17.85,-6.05,13.96,-0.14,0.05,0.02,2025-2-7,9:54:51
0.91,-19.79,14.17,0.02,0.02,-0.01,2025-2-7,9:54:51
1.14,-23.33,11.51,-0.05,0.04,0.01,2025-2-7,9:54:51
-15.11,-28.43,11.80,0.04,-0.01,-0.03,2025-2-7,9:54:51
-21.30,-23.58,7.35,0.09,0.03,-0.02,2025-2-7,9:54:51
-5.90,-25.75,9.10,-0.01,0.04,0.01,2025-2-7,9:54:51
20.92,5.59,11.78,0.09,-0.02,-0.03,2025-2-7,9:54:51
1.80,16.78,10.32,-0.10,0.03,0.02,2025-2-7,9:54:51
12.26,15.69,10.21,-0.06,-0.03,0.00,2025-2-7,9:54:51
-16.99,23.31,5.51,-0.00,0.01,-0.02,2025-2-7,9:54:51
-18.94,23.39,0.74,-0.04,-0.03,0.02,2025-2-7,9:54:52
6.85,-0.72,10.59,-0.12,0.01,0.02,2025-2-7,9:54:52
20.21,-18.70,12.64,0.11,-0.05,-0.01,2025-2-7,9:54:52
2.16,-18.39,12.77,-0.04,0.04,0.01,2025-2-7,9:54:52
5.44,-18.06,14.63,0.15,-0.05,-0.02,2025-2-7,9:54:52
-15.21,-24.31,7.98,0.04,0.02,-0.01,2025-2-7,9:54:52
-24.21,-15.02,4.08,0.07,-0.05,-0.00,2025-2-7,9:54:52
-6.74,-22.78,10.84,0.09,0.01,-0.01,2025-2-7,9:54:52
-21.36,-13.52,4.92,0.00,-0.01,-0.00,2025-2-7,9:54:52
-10.07,-23.72,10.09,0.10,0.02,-0.02,2025-2-7,9:54:52
-9.17,-20.61,9.69,-0.02,0.00,0.00,2025-2-7,9:54:52
-7.43,-25.11,10.25,0.04,0.03,-0.02,2025-2-7,9:54:52
-18.27,-11.28,6.61,0.10,-0.03,-0.01,2025-2-7,9:54:52
16.17,-2.64,13.12,-0.07,0.02,0.01,2025-2-7,9:54:52
0.05,12.05,9.04,0.02,-0.05,-0.02,2025-2-7,9:54:52
-7.60,7.87,6.78,0.01,0.06,0.02,2025-2-7,9:54:52
17.32,-6.59,15.59,-0.02,0.04,0.02,2025-2-7,9:54:52
-12.60,-21.61,10.99,0.08,0.01,-0.03,2025-2-7,9:54:52
-15.59,-17.09,9.19,-0.08,0.01,0.02,2025-2-7,9:54:52
